 396,10500; 1000,00000; 826,02000; 898,22667; 1000,00000; 1000,00000; 814,50000; 622,85667; 718,72333; 738,20000;
 396,10500; 430,03167; 418,99833; 379,98000; 475,31500; 886,16667; 606,70833; 439,74333; 448,57667; 738,20000;
 396,10500; 430,03167; 418,99833; 379,98000; 475,31500; 446,03833; 606,70833; 439,74333; 448,57667; 589,00833;
 396,10500; 430,03167; 418,99833; 379,98000; 475,31500; 405,14167; 606,70833; 395,03000; 448,57667; 466,25833;
 396,10500; 430,03167; 418,99833; 379,98000; 475,31500; 405,14167; 541,40167; 395,03000; 448,57667; 466,25833;
 396,10500; 430,03167; 418,99833; 379,98000; 475,31500; 405,14167; 541,40167; 395,03000; 448,57667; 466,25833;
 396,10500; 427,21667; 418,99833; 379,98000; 464,95167; 405,14167; 381,46833; 395,03000; 448,57667; 462,31833;
 396,10500; 427,21667; 418,99833; 379,98000; 464,95167; 405,14167; 381,46833; 395,03000; 448,57667; 462,31833;
 396,10500; 427,21667; 418,99833; 379,98000; 464,95167; 391,95500; 381,46833; 395,03000; 448,57667; 462,31833;
 396,10500; 427,21667; 418,99833; 379,98000; 426,10667; 391,95500; 381,46833; 395,03000; 443,79833; 462,31833;
 396,10500; 427,21667; 418,99833; 379,98000; 426,10667; 391,95500; 381,46833; 395,03000; 443,79833; 462,31833;
 396,10500; 427,21667; 405,75500; 379,98000; 426,10667; 391,95500; 367,35167; 395,03000; 443,79833; 462,31833;
 396,10500; 427,21667; 397,42167; 379,98000; 426,10667; 391,95500; 367,35167; 395,03000; 443,79833; 462,31833;
 396,10500; 427,21667; 397,42167; 379,98000; 426,10667; 391,95500; 367,35167; 395,03000; 443,79833; 438,44667;
 396,10500; 427,21667; 363,94000; 379,98000; 426,10667; 391,95500; 367,35167; 395,03000; 443,79833; 412,50500;
 396,10500; 425,19667; 363,94000; 379,98000; 426,10667; 391,95500; 348,13667; 395,03000; 443,79833; 412,50500;
 396,10500; 398,17833; 363,94000; 379,98000; 426,10667; 391,95500; 346,41167; 395,03000; 443,79833; 412,50500;
 384,06833; 398,17833; 363,94000; 379,98000; 420,12500; 391,95500; 346,41167; 395,03000; 443,79833; 412,50500;
 384,06833; 398,17833; 363,94000; 368,65833; 411,97667; 385,40833; 346,41167; 395,03000; 443,79833; 412,50500;
 384,06833; 398,17833; 363,94000; 368,65833; 411,97667; 385,40833; 346,41167; 395,03000; 441,74333; 406,26167;
 384,06833; 398,17833; 363,94000; 368,65833; 411,97667; 385,40833; 346,41167; 395,03000; 441,74333; 406,26167;
 384,06833; 398,17833; 363,94000; 368,65833; 411,97667; 385,40833; 346,41167; 395,03000; 441,74333; 406,26167;
 384,06833; 398,17833; 363,94000; 368,65833; 411,97667; 385,40833; 346,41167; 395,03000; 441,74333; 406,26167;
 384,06833; 398,17833; 363,94000; 368,65833; 411,97667; 385,40833; 346,41167; 395,03000; 441,74333; 403,92167;
 384,06833; 398,17833; 363,94000; 368,65833; 410,15833; 385,40833; 346,41167; 395,03000; 441,74333; 403,92167;
 384,06833; 398,17833; 363,94000; 366,56500; 410,15833; 385,40833; 346,41167; 395,03000; 441,74333; 403,92167;
 384,06833; 398,17833; 363,94000; 366,09000; 410,15833; 385,40833; 346,41167; 395,03000; 441,74333; 403,92167;
 384,06833; 398,17833; 363,94000; 366,09000; 410,15833; 385,40833; 346,41167; 395,03000; 441,74333; 403,92167;
 384,06833; 398,17833; 362,14167; 366,09000; 408,43000; 385,40833; 346,41167; 395,03000; 441,74333; 399,34500;
 384,06833; 398,17833; 362,14167; 366,09000; 408,43000; 385,40833; 346,41167; 395,03000; 441,74333; 399,34500;
 384,06833; 398,17833; 362,14167; 366,09000; 408,43000; 384,69667; 346,10333; 395,03000; 441,74333; 399,34500;
 384,06833; 387,75000; 362,14167; 366,09000; 408,43000; 384,69667; 346,10333; 395,03000; 441,74333; 399,34500;
 384,06833; 387,75000; 362,14167; 366,09000; 408,43000; 384,69667; 346,10333; 395,03000; 441,74333; 399,34500;
 384,06833; 387,75000; 362,14167; 366,09000; 406,86167; 384,69667; 346,10333; 383,42833; 441,74333; 399,17667;
 377,95500; 387,75000; 362,14167; 366,09000; 405,91833; 378,81333; 346,10333; 383,42833; 441,74333; 399,17667;
 377,95500; 387,75000; 362,14167; 366,09000; 405,91833; 378,81333; 344,68500; 382,03833; 441,74333; 398,78333;
 377,95500; 387,75000; 362,14167; 366,09000; 405,91833; 378,81333; 344,68500; 382,03833; 441,74333; 398,78333;
 373,78333; 387,75000; 362,14167; 366,09000; 405,91833; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 362,14167; 366,09000; 402,33167; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 362,14167; 366,09000; 398,71333; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 362,14167; 366,09000; 398,71333; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 362,14167; 366,09000; 398,71333; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 361,99167; 366,09000; 398,71333; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 361,99167; 366,09000; 398,71333; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 361,99167; 366,09000; 398,71333; 378,81333; 343,94167; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 361,99167; 366,09000; 398,71333; 378,81333; 343,32500; 382,03833; 441,48167; 398,78333;
 373,78333; 387,75000; 361,99167; 366,09000;; 374,98333; 343,32500; 382,03833; 441,48167; 398,78333;
; 387,75000; 361,99167; 366,09000;;;; 382,03833;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
